"PLAYER","REASON","missed_games","salary_dollars_claimed","injuries_prior","played_games_prior","games_prior","total_miles_prior","total_minutes_prior","PERCENTAGE_MIN_prior","AVG_TRAVEL_MILES_prior","FGM_prior_sum","FGA_prior_sum","FG3M_prior_sum","FG3A_prior_sum","FTM_prior_sum","FTA_prior_sum","PF_prior_sum","PTS_prior_sum","STL_prior_sum","BLK_prior_sum","TO_prior_sum","OREB_prior_sum","DREB_prior_sum","AST_prior_sum","BLKA_prior_sum","PFD_prior_sum","POSS_prior_sum","SCREEN_ASSISTS_prior_sum","DEFLECTIONS_prior_sum","CHARGES_DRAWN_prior_sum","CONTESTED_SHOTS_2PT_prior_sum","CONTESTED_SHOTS_3PT_prior_sum","OFF_BOXOUTS_prior_sum","DEF_BOXOUTS_prior_sum","OFF_LOOSE_BALLS_RECOVERED_prior_sum","DEF_LOOSE_BALLS_RECOVERED_prior_sum","D_FGM_prior_sum","D_FGA_prior_sum","DRIVES_prior_sum","DIST_MILES_OFF_prior_sum","DIST_MILES_DEF_prior_sum","TOUCHES_prior_sum","PASSES_MADE_prior_sum","PASSES_RECEIVED_prior_sum","SECONDARY_AST_prior_sum","POTENTIAL_AST_prior_sum","FT_AST_prior_sum","OREB_CONTEST_prior_sum","OREB_CHANCES_prior_sum","DREB_CONTEST_prior_sum","DREB_CHANCES_prior_sum"
"Devin Booker","Left Groin Strain",21,8664651.21951219,2,29,34,16650.6258137481,1001.73333333333,0.719636015325671,876.348727039373,283,593,67,181,153,180,77,786,26,11,70,23,111,161,25,150,2057,7,63,0,66,67,1,9,12,10,166,371,375,39.4,31,1841,1019,1595,33,330,12,10,60,11,169
"Devin Booker","Left Hamstring Tightness",2,825204.87804878,0,26,26,14332.7940564731,920.066666666667,0.737232905982906,895.799628529568,255,534,60,160,142,164,73,712,25,11,66,21,103,152,24,137,1896,7,55,0,66,60,1,9,12,10,153,344,343,36.3,28.5,1691,942,1462,31,313,11,10,56,10,156
"Devin Vassell","Left Ankle Soreness",1,56164.5569620253,1,12,16,6686.45924026494,380.716666666667,0.660966435185185,835.807405033117,91,194,38,90,25,33,15,245,10,6,19,1,45,40,6,24,818,1,20,0,28,15,0,2,3,5,69,119,114,17.5,13.1,668,421,497,10,72,3,1,13,11,72
"Devin Vassell","Left Knee Injury Management",9,505481.012658228,3,30,62,16184.2871378229,929.1,0.645208333333333,809.214356891144,214,478,84,210,69,87,43,581,35,12,45,6,111,106,16,59,2004,2,60,0,67,33,0,10,5,12,150,281,270,41.9,32.3,1607,1000,1190,16,194,7,4,34,26,166
"Devin Vassell","Left Knee Injury management",0,0,4,34,68,16556.7125502467,1055.01666666667,0.646456290849673,752.577843193034,231,529,89,231,73,92,50,624,37,15,52,8,124,120,16,63,2272,3,66,0,80,37,0,10,5,13,169,327,308,47.5,36.7,1799,1124,1327,16,224,9,5,38,28,190
"Devin Vassell","Left Knee Procedure",0,0,2,29,61,15093.8424781951,906.583333333333,0.651281130268199,794.412762010266,206,463,82,203,69,87,42,563,35,12,45,6,109,104,16,57,1956,2,60,0,66,33,0,9,5,12,148,276,264,41,31.5,1573,982,1163,16,191,7,4,34,25,164
"Devin Vassell","Left Knee Soreness",31,1741101.26582278,0,4,4,2565.96214727352,129.783333333333,0.675954861111111,855.320715757841,27,66,13,33,12,16,5,79,5,0,4,1,19,18,4,10,287,1,8,0,5,8,0,2,1,2,24,40,44,6.1,4.6,227,142,156,2,29,0,1,8,5,26
"Dewayne Dedmon","Left Foot Plantar Fasciitis",11,1139007.1,1,8,10,6281.3716398698,90.9666666666668,0.236892361111111,2093.79054662327,14,24,4,9,8,8,17,40,0,1,6,5,20,5,0,9,194,9,2,0,18,10,0,5,1,0,26,47,3,3.5,3.1,151,119,87,1,6,0,2,12,6,36
"Dewayne Dedmon","Left Foot Plantar Fascitis",0,0,2,15,18,9478.90336891349,186.5,0.259027777777778,1354.12905270193,38,68,8,20,21,27,29,105,2,6,9,14,35,11,4,23,396,20,6,1,44,14,2,10,1,0,49,93,5,7.3,6.1,321,233,179,1,18,1,8,33,12,62
"Dewayne Dedmon","Left Foot Plantar fasciitis",1,103546.1,0,5,5,2705.85589409393,50.1000000000001,0.20875,2705.85589409393,8,12,1,2,0,0,12,17,0,0,3,2,6,2,0,4,105,3,2,0,7,4,0,3,0,0,12,20,1,1.9,1.8,71,56,40,1,1,0,1,6,3,19
"Dewayne Dedmon","Left Hip Soreness",12,1242553.2,4,30,60,16872.4674112371,349.833333333333,0.242939814814815,1054.52921320232,64,129,11,37,32,44,61,171,7,14,19,28,81,16,14,43,739,43,12,2,88,24,4,23,2,4,83,174,8,13.7,11.3,592,425,320,1,29,1,20,76,28,138
"Dewayne Dedmon","Left Hip Tightness",5,517730.5,3,30,55,16872.4674112371,349.833333333333,0.242939814814815,1054.52921320232,64,129,11,37,32,44,61,171,7,14,19,28,81,16,14,43,739,43,12,2,88,24,4,23,2,4,83,174,8,13.7,11.3,592,425,320,1,29,1,20,76,28,138
"Dillon Brooks","Left Thigh Soreness",3,417073.170731706,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dillon Brooks","Right Ankle Soreness",1,139024.390243902,2,38,41,21625.3831871919,1163.58333333333,0.637929459064328,800.940118044143,237,588,79,236,82,104,128,635,32,6,64,24,109,103,25,78,2461,12,88,0,65,74,0,19,5,9,203,481,281,43,41.4,1731,1004,1334,12,180,10,9,67,19,188
"Dillon Brooks","Right Groin Soreness",1,139024.390243902,4,73,81,40321.079225676,2214.26666666667,0.631925418569254,790.609396581882,392,991,143,439,120,154,240,1047,65,16,104,45,199,189,38,132,4690,26,152,1,124,156,0,33,10,20,412,930,460,79.4,80.5,3006,1784,2250,15,332,21,15,124,28,346
"Dillon Brooks","Right Hip Soreness",1,139024.390243902,3,71,78,39049.1138936801,2145.3,0.629489436619718,796.920691707756,379,963,137,423,116,148,231,1011,63,15,100,42,192,185,37,128,4541,26,148,1,118,152,0,33,10,20,400,902,451,77,78,2917,1728,2186,15,319,20,14,121,28,331
"Dillon Brooks","Right Thigh Soreness",0,0,1,17,20,11393.3599632734,520.966666666667,0.63843954248366,876.412304867181,113,278,38,110,35,47,55,299,14,2,24,14,47,47,8,39,1092,5,41,0,23,25,0,6,3,4,76,178,138,19.4,18.5,761,420,591,5,86,6,5,34,6,82
"Domantas Sabonis","Left Ankle Soreness",1,257317.073170732,3,78,80,43419.4694634428,2716.9,0.725667735042735,886.111621702915,571,929,31,83,323,435,277,1496,65,37,228,246,718,568,64,369,5682,433,122,3,637,111,51,111,30,22,777,1446,341,107.8,97.7,6542,5104,3972,25,991,38,174,619,214,1138
"Domantas Sabonis","Left Hand Soreness",0,0,0,29,29,18014.0151752915,969.333333333333,0.696360153256705,818.81887160416,193,308,13,32,124,171,106,523,24,15,71,76,273,187,23,150,2043,153,37,1,238,39,17,47,12,10,275,521,95,39.3,34.7,2209,1715,1354,10,327,14,49,209,86,417
"Domantas Sabonis","Right Thigh Contusion",0,0,2,53,55,29623.8330411545,1824.5,0.717177672955975,897.691910338015,372,613,23,65,221,293,195,988,43,25,153,154,492,370,40,258,3820,295,78,2,454,73,28,74,20,17,546,1016,217,72.4,65.5,4380,3413,2685,16,645,26,100,397,156,769
"Domantas Sabonis","Right Thumb Avulsion Fracture",1,257317.073170732,1,31,31,18014.0151752915,1041.11666666667,0.699675179211469,818.81887160416,202,330,14,36,138,185,112,556,25,15,76,90,295,209,24,160,2195,161,41,1,252,41,19,48,14,11,296,556,107,42.2,37.4,2389,1858,1453,10,368,15,56,232,96,446
"Donovan Mitchell","Left Ankle Sprain",1,376996.951219512,0,7,7,2036.36002811633,277.583333333333,0.826140873015873,407.272005623267,77,160,28,64,36,42,23,218,11,5,25,7,24,50,6,39,568,2,15,1,14,15,0,1,4,4,44,89,117,10.8,8.1,634,397,560,5,91,5,3,14,1,41
"Donovan Mitchell","Left Finger Sprain Injury Management",0,0,7,59,71,22600.6016161915,2099.5,0.741348870056497,551.234185760767,574,1200,213,556,267,305,145,1628,89,23,158,55,186,277,50,237,4254,10,146,1,80,125,0,18,32,32,288,583,739,77.4,62.3,4052,2413,3415,47,529,29,26,120,30,297
"Donovan Mitchell","Left Groin Soreness",1,376996.951219512,4,46,56,16078.3989205226,1625.85,0.736345108695652,518.658029694277,426,901,166,430,214,246,112,1232,69,16,128,40,139,224,38,185,3299,9,106,1,63,99,0,14,24,26,214,445,564,60.7,47.7,3165,1907,2691,37,418,21,19,98,23,226
"Donovan Mitchell","Left Groin Strain",5,1884984.75609756,3,40,45,13968.7421653353,1444.95,0.752578125,517.360820938343,390,806,149,377,206,237,100,1135,57,14,119,37,118,190,32,173,2929,7,93,1,57,87,0,12,24,19,189,395,516,54,42.5,2814,1677,2402,26,370,21,17,88,19,197
"Donovan Mitchell","Left Hand Finger Sprain",2,753993.902439024,5,55,66,20856.7680468552,1943.01666666667,0.735991161616162,534.788924278337,528,1099,200,517,249,285,131,1505,84,22,146,50,170,262,45,222,3933,10,132,1,77,113,0,18,28,30,265,540,682,71.8,57.6,3754,2248,3170,44,499,27,25,112,28,271
"Donovan Mitchell","Left Hand Finger Sprain Management",1,376996.951219512,6,59,70,22600.6016161915,2099.5,0.741348870056497,551.234185760767,574,1200,213,556,267,305,145,1628,89,23,158,55,186,277,50,237,4254,10,146,1,80,125,0,18,32,32,288,583,739,77.4,62.3,4052,2413,3415,47,529,29,26,120,30,297
"Donovan Mitchell","Right Ankle Strain",1,376996.951219512,1,11,12,4453.48974032499,429.583333333333,0.813604797979798,556.686217540624,123,240,46,106,56,64,32,348,15,7,37,11,41,67,6,56,889,3,21,1,19,25,0,1,7,5,66,130,155,16.6,12.5,910,561,790,6,125,8,4,21,2,65
"Donovan Mitchell","Right Lower Leg Soreness",2,753993.902439024,2,23,25,6917.05589000471,842.916666666667,0.763511473429952,432.315993125294,233,470,89,210,113,127,55,668,34,10,70,20,71,112,16,100,1722,7,48,1,36,55,0,7,13,12,111,244,314,31.9,24.9,1656,993,1421,14,221,14,9,48,8,119
"Donte DiVincenzo","Left Hamstring Strain",2,111111.111111111,0,3,3,0,41.9833333333334,0.291550925925926,NA,5,11,2,6,3,4,4,15,1,0,6,0,2,3,0,7,101,1,4,0,3,7,0,0,0,0,10,26,10,1.8,1.4,81,60,55,1,4,0,0,2,0,5
"Donte DiVincenzo","Right Knee Soreness",6,333333.333333334,1,3,5,0,41.9833333333334,0.291550925925926,NA,5,11,2,6,3,4,4,15,1,0,6,0,2,3,0,7,101,1,4,0,3,7,0,0,0,0,10,26,10,1.8,1.4,81,60,55,1,4,0,0,2,0,5
"Dorian Finney-Smith","Right Adductor Strain",14,2156641.33333334,0,31,31,18368.3443201561,981,0.659274193548387,874.683062864574,93,232,58,168,16,25,58,260,30,17,29,44,81,36,6,29,1956,21,57,0,133,58,1,15,12,11,187,386,87,37.5,33.2,1208,915,771,15,91,4,27,84,26,159
"Dorian Finney-Smith","Right Wrist Contusion",2,308091.61904762,1,57,73,31566.9428601165,1780.96666666667,0.650938109161793,789.173571502913,169,431,99,298,39,52,125,476,50,27,52,95,175,89,17,51,3592,44,93,0,242,109,2,29,20,18,354,752,178,68.2,60.9,2183,1646,1355,22,182,9,56,175,51,320
"Doug McDermott","Left Ankle Sprain",0,0,0,11,11,5287.41914894227,226.383333333333,0.428756313131313,881.236524823712,40,91,23,55,8,12,17,111,0,2,10,3,20,16,3,10,501,3,3,0,25,17,0,2,3,0,42,96,42,10.7,7.6,322,211,233,5,33,0,1,6,2,41
"Doug McDermott","Left Calf Tightness",2,348101.265822784,1,15,15,7313.66388535575,313.533333333333,0.435462962962963,914.207985669468,52,121,29,73,10,15,24,143,1,3,17,4,25,18,6,12,680,4,5,0,29,20,0,7,3,1,55,123,56,14.7,10.5,428,277,309,5,45,1,2,9,4,49
"Doug McDermott","Rich Achilles Soreness",0,0,6,49,57,23327.2459131894,998.433333333334,0.424503968253968,833.115925471049,177,391,89,218,35,47,85,478,8,6,45,15,92,73,17,39,2184,10,13,0,81,58,1,9,8,10,164,350,139,46.6,34.3,1374,896,967,13,139,9,10,43,14,154
"Doug McDermott","Right Achilles Soreness",2,348101.265822784,5,49,55,23327.2459131894,998.433333333334,0.424503968253968,833.115925471049,177,391,89,218,35,47,85,478,8,6,45,15,92,73,17,39,2184,10,13,0,81,58,1,9,8,10,164,350,139,46.6,34.3,1374,896,967,13,139,9,10,43,14,154
"Doug McDermott","Right Ankle Sprain",3,522151.898734176,2,20,22,9302.60490464299,413.683333333334,0.430920138888889,845.691354967545,78,165,39,96,10,16,33,205,2,3,20,5,32,29,6,15,912,6,7,0,33,28,0,7,5,1,76,157,66,19.5,14,557,357,400,5,61,3,3,13,5,58
"Doug McDermott","Right Elbow Soreness",0,0,11,61,76,28501.4364572951,1257.75,0.429559426229508,791.706568258198,224,494,118,283,42,57,112,608,12,6,58,20,112,89,20,46,2750,15,17,0,97,66,1,11,8,11,209,430,166,58.7,43.3,1719,1115,1211,15,172,11,13,57,17,185
"Doug McDermott","Right Hip Contusion",2,348101.265822784,8,58,68,26968.3959379871,1198.13333333333,0.43036398467433,817.224119332941,214,465,113,264,37,52,104,578,11,6,57,18,109,86,18,43,2617,14,14,0,89,65,1,10,8,11,197,413,160,55.7,41.2,1624,1054,1146,15,165,11,11,52,17,180
"Doug McDermott","Right Hip Contusion Management",2,348101.265822784,9,59,71,27471.3838523488,1218.58333333333,0.430290725047081,807.981878010258,216,470,114,268,37,52,105,583,11,6,58,19,111,87,18,43,2659,14,14,0,93,65,1,10,8,11,201,420,162,56.7,41.9,1654,1076,1162,15,166,11,12,53,17,182
"Doug McDermott","Right Knee Soreness",1,174050.632911392,3,29,33,13661.0088777927,598.116666666667,0.429681513409962,803.588757517217,114,244,59,143,20,27,48,307,2,5,28,10,52,42,10,23,1313,7,8,0,49,36,1,7,6,4,108,224,83,28.2,20.4,830,537,584,8,92,7,6,23,7,90
"Doug McDermott","Right Lateral Elbow Soreness",1,174050.632911392,10,61,75,28501.4364572951,1257.75,0.429559426229508,791.706568258198,224,494,118,283,42,57,112,608,12,6,58,20,112,89,20,46,2750,15,17,0,97,66,1,11,8,11,209,430,166,58.7,43.3,1719,1115,1211,15,172,11,13,57,17,185
"Doug McDermott","Right Thumb Sprain",2,348101.265822784,7,54,62,26782.1832317751,1099.45,0.424170524691358,836.943225992972,194,428,100,243,35,47,97,523,8,6,51,16,99,77,18,40,2408,12,14,0,87,62,1,10,8,10,183,390,149,51.2,37.8,1489,963,1053,13,147,9,11,47,16,165
"Doug McDermott","Upper Back Tightness",1,174050.632911392,4,37,42,17876.6815440353,756.683333333334,0.426060435435436,812.576433819784,143,297,71,168,28,38,63,385,4,6,35,12,78,54,12,33,1660,7,8,0,65,44,1,7,7,8,125,269,107,35.5,25.9,1063,699,740,11,113,8,8,33,12,124
"Draymond Green","Left Ankle Soreness",0,0,4,25,28,18761.3493299287,773.233333333333,0.644361111111111,1042.29718499604,86,156,11,37,27,38,76,210,21,21,61,16,139,171,8,49,1672,74,70,2,156,89,0,43,2,6,146,354,55,28.3,25.5,1741,1487,1169,20,334,16,7,53,42,229
"Draymond Green","Left Ankle Sprain",0,0,3,24,27,16923.9550644149,750.133333333333,0.651157407407407,995.526768494994,85,153,11,37,27,38,74,208,21,21,58,16,133,164,8,49,1618,70,69,2,150,86,0,40,2,6,140,341,54,27.4,24.8,1682,1434,1124,20,319,15,7,53,41,219
"Draymond Green","Left Hand Soreness",0,0,9,56,64,31250.0265291959,1757.6,0.653869047619048,919.118427329292,186,353,33,101,61,89,176,466,50,45,146,48,362,380,16,121,3807,175,142,11,379,185,4,86,13,12,363,836,108,64.4,56.9,4062,3448,2696,39,752,48,29,132,123,575
"Draymond Green","Left Hip Tightness",1,318598.37037037,2,23,25,16326.0638429427,714.216666666667,0.64693538647343,1020.37899018392,80,143,11,35,26,36,74,197,21,20,55,16,129,162,7,47,1541,67,65,2,144,82,0,40,2,6,134,324,52,26.1,23.6,1620,1385,1083,19,313,15,7,53,39,213
"Draymond Green","Low Back Injury Management",2,637196.74074074,1,9,9,5467.25879146998,261.85,0.606134259259259,911.209798578329,35,57,3,10,7,12,34,80,10,6,22,7,46,50,2,16,572,24,26,1,46,32,0,9,0,3,51,115,26,9.6,8.8,578,487,378,4,106,4,5,22,8,70
"Draymond Green","Neck Soreness",0,0,12,66,75,37522.587655259,2080.93333333333,0.656860269360269,893.394944172832,228,432,38,121,71,101,205,565,63,53,177,57,418,451,18,140,4504,218,176,13,452,222,4,100,15,14,440,999,130,76.4,67.4,4821,4078,3178,43,889,53,32,157,142,677
"Draymond Green","Right Ankle Sprain",0,0,10,59,67,34650.6713284246,1856.45,0.655526129943503,936.504630497962,198,379,35,107,67,95,179,498,54,45,155,51,378,407,17,126,4025,191,148,11,401,197,4,91,13,13,387,880,116,68,60.1,4282,3629,2845,39,809,52,29,138,129,600
"Draymond Green","Right Calf Tightness",0,0,7,45,51,28539.4846959733,1431.13333333333,0.662561728395062,984.120161930114,141,275,27,82,50,73,135,359,39,35,115,37,294,311,14,93,3110,135,117,7,297,164,3,72,11,11,296,687,88,52.4,46.6,3304,2829,2199,35,616,42,20,104,98,469
"Draymond Green","Right Foot Soreness",1,318598.37037037,0,5,5,1303.56383572872,138.916666666667,0.578819444444444,651.781917864359,21,35,1,5,5,7,14,48,5,2,14,5,22,27,2,10,314,9,9,0,16,20,0,8,0,1,27,61,16,5.2,4.8,310,254,201,3,56,3,4,16,7,35
"Draymond Green","Right Great Toe Soreness",1,318598.37037037,6,40,44,24297.5130482656,1262.63333333333,0.657621527777778,934.519732625599,124,247,26,78,46,62,119,320,34,32,99,35,244,274,13,80,2741,120,107,6,256,150,3,67,9,9,254,599,78,46.1,41.1,2896,2480,1949,28,540,31,19,93,82,403
"Draymond Green","Right Knee Contusion",2,637196.74074074,8,52,58,30904.3386708356,1641.68333333333,0.657725694444444,936.495111237442,168,326,32,96,56,80,157,424,48,42,134,46,333,359,15,111,3559,165,138,10,346,177,4,81,12,12,339,783,99,60.2,53.4,3812,3250,2533,38,707,45,27,125,114,526
"Draymond Green","Right Quadriceps Contusion",1,318598.37037037,5,26,29,19005.8680395003,800.283333333333,0.641252670940171,1000.30884418422,86,159,11,38,28,40,77,211,21,21,67,17,140,174,8,50,1737,77,72,2,164,95,0,45,3,6,153,371,55,29.3,26.5,1792,1528,1209,22,342,17,7,55,42,232
"Draymond Green","Right Wrist Soreness",0,0,11,63,72,35816.8094567334,1985.85,0.656696428571429,895.420236418336,212,402,36,109,69,98,193,529,58,49,164,55,402,428,18,134,4304,203,160,12,432,209,4,97,15,14,423,952,121,72.9,64.3,4578,3884,3018,43,856,53,31,148,138,640
"Drew Eubanks","Left Lumbar Spasm",1,24298.4567901235,0,18,18,11038.4601017467,330.533333333333,0.382561728395062,919.871675145559,46,62,0,0,19,27,36,111,8,19,15,29,48,14,1,29,679,39,26,1,72,26,6,8,8,1,83,177,6,13.1,11.7,406,320,213,3,33,1,13,66,11,89
"Drew Eubanks","Left Lumbar Strain",0,0,2,51,53,29774.5604437329,970.466666666667,0.396432461873638,902.259407385846,123,177,3,7,45,67,108,294,26,61,39,78,160,53,4,83,2003,156,65,5,227,58,14,25,14,5,262,569,23,38.8,33.7,1277,1023,648,7,107,5,41,181,38,280
"Drew Eubanks","Right Ankle Sprain",2,48596.913580247,3,77,79,44525.5232104019,1555.88333333333,0.420964105339105,908.684147151059,205,321,4,14,81,122,167,495,40,97,67,132,277,101,9,128,3249,255,96,8,386,86,22,60,21,9,472,945,54,62.3,53.3,2147,1688,1107,10,180,6,67,296,63,482
"Drew Eubanks","Right Hip Contusion",1,24298.4567901235,1,21,22,14313.038290998,367.95,0.365029761904762,954.202552733202,48,66,0,0,23,34,42,119,9,21,17,35,53,17,1,37,755,44,29,1,80,29,6,9,9,1,92,200,6,14.8,13,450,357,234,4,37,1,16,76,13,97
"Duane Washington Jr.","Left Foot Soreness",1,7668.31707317073,0,4,9,827.553807406644,9.31666666666666,0.0485243055555554,827.553807406644,2,9,0,4,0,0,0,4,0,0,1,0,0,0,0,0,21,0,0,0,2,2,0,0,0,0,3,5,2,0.5,0.3,20,9,20,0,1,0,0,0,0,0
"Duane Washington Jr.","Sore Hip",8,61346.5365853658,1,31,74,15495.815288725,393.833333333333,0.2646729390681,815.569225722366,94,256,40,111,16,24,23,244,6,4,34,2,34,63,16,27,837,5,7,1,26,24,0,2,3,1,73,157,158,17.4,13.4,929,597,765,5,123,8,1,20,1,43
"Duncan Robinson","Left Ankle Sprain",9,1855097.56097561,1,16,17,9459.25055167023,281.733333333333,0.366840277777778,1182.40631895878,35,99,22,72,9,10,29,101,1,0,11,4,31,21,4,15,590,5,6,3,10,24,0,6,0,0,52,95,46,12.1,9.3,386,268,288,3,40,5,2,8,11,49
"Duncan Robinson","Left Hamstring Strain",0,0,2,27,37,15799.969113374,495.4,0.382253086419753,987.498069585875,64,171,46,136,20,22,54,194,8,0,18,7,47,33,5,26,1025,13,19,4,23,34,0,12,0,1,81,153,63,21.2,16,691,484,508,6,72,10,3,13,14,73
"Duncan Robinson","Right 2nd Finger Sprain",20,4122439.02439024,3,28,38,16381.3059157225,500.5,0.372395833333333,963.606230336617,64,174,46,139,20,22,56,194,8,0,19,7,47,33,5,26,1035,13,19,4,23,34,0,12,0,1,83,156,64,21.4,16.2,699,489,515,6,73,10,3,13,14,73
"Duncan Robinson","Right 2nd Finger Surgery",4,824487.804878048,4,28,58,16381.3059157225,500.5,0.372395833333333,963.606230336617,64,174,46,139,20,22,56,194,8,0,19,7,47,33,5,26,1035,13,19,4,23,34,0,12,0,1,83,156,64,21.4,16.2,699,489,515,6,73,10,3,13,14,73
"Duncan Robinson","Right Hand Sprain",1,206121.951219512,0,15,15,9154.35057978803,260.816666666667,0.36224537037037,1307.76436854115,32,93,21,69,9,10,26,94,1,0,9,4,30,21,4,15,545,4,6,3,10,24,0,4,0,0,47,87,43,11.2,8.7,360,251,269,3,37,4,2,8,10,45
"Dwight Powell","Left Thigh Contusion",2,270246.951219512,0,26,29,14215.6223096811,437.816666666667,0.350814636752137,888.476394355069,56,81,0,1,35,53,64,147,14,10,20,47,43,13,4,63,879,65,32,0,125,44,9,19,4,4,114,241,3,18.4,15.4,522,407,261,2,29,1,25,124,11,87
"Dwight Powell","Right Hip Contusion",1,135123.475609756,1,37,42,17535.9460919506,643.283333333333,0.362209084084084,762.432438780461,80,109,0,2,58,82,102,218,20,15,28,71,70,22,5,90,1299,95,45,1,187,61,14,29,7,6,173,357,3,26.8,23,758,597,364,2,45,3,35,169,18,132
"Dylan Windler","Right Ankle Sprain",60,2954105.12195122,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dyson Daniels","Left Ankle Sprain",6,403068.292682927,0,2,4,1169.71959897973,25.3166666666667,0.263715277777778,1169.71959897973,4,6,1,1,2,2,4,11,3,1,1,1,2,4,0,2,56,0,5,0,4,4,0,0,0,1,11,16,7,1.1,0.9,48,36,29,0,5,0,1,3,0,3
"Dyson Daniels","Right Ankle Sprain",14,940492.682926829,1,39,48,15302.1259881165,777.8,0.415491452991453,665.309825570282,69,155,20,60,18,29,75,176,34,10,43,28,110,96,7,29,1675,5,67,1,126,90,0,10,8,10,173,391,129,31.7,28.5,1188,942,738,7,177,13,15,61,31,188
"Edmond Sumner","Left Achilles Soreness",6,144012.804878049,2,40,48,20432.636838804,550.116666666667,0.286519097222222,704.57368409669,90,193,20,62,72,78,63,272,27,7,37,10,50,54,16,65,1184,3,45,0,32,30,0,4,4,5,80,166,162,23,20.3,920,622,719,10,102,6,4,29,8,88
"Edmond Sumner","Right Glute Contusion",1,24002.1341463415,0,20,24,9446.11639556104,305.666666666667,0.318402777777778,726.62433812008,49,112,12,44,33,36,28,143,20,5,22,5,21,23,9,32,648,3,27,0,20,17,0,2,3,3,39,95,74,12.7,11.4,509,340,402,7,50,3,2,16,4,43
"Edmond Sumner","Right Hip Contusion",4,96008.536585366,3,49,74,24237.1988826445,704.916666666667,0.299709467120181,712.858790666014,120,261,31,86,95,102,81,366,31,9,46,12,63,68,24,85,1516,8,57,1,39,37,0,4,5,7,107,211,221,29.5,25.9,1188,792,933,14,124,6,4,40,9,111
"Edmond Sumner","Right Thumb Contusion",3,72006.4024390245,1,30,35,12584.5411547204,445.55,0.309409722222222,629.227057736018,72,161,16,56,52,56,48,212,26,6,30,10,34,45,12,49,958,3,38,0,30,25,0,3,4,4,68,140,114,18.5,16.5,755,510,594,8,79,4,4,25,7,64
"Eric Gordon","Left Thumb Contusion",1,247700.759493671,1,27,31,14762.6138885149,798.716666666667,0.616293724279836,776.979678342891,106,254,51,144,46,54,21,309,18,10,48,8,46,65,16,40,1690,7,33,0,19,37,0,2,9,5,82,191,191,27.6,23.5,960,611,786,9,127,9,1,24,4,78
"Eric Gordon","Right Groin Injury Maintenance",5,1238503.79746835,0,2,2,1402.20227319143,65.0666666666667,0.677777777777778,701.101136595716,9,21,3,9,7,9,4,28,0,0,5,1,4,8,2,6,141,0,1,0,3,0,0,0,3,0,6,11,22,2.3,1.9,103,70,93,1,15,1,0,4,1,7
"Eric Gordon","Right Hip Tightness",1,247700.759493671,3,66,75,32622.297033969,1902.38333333333,0.60049978956229,776.721357951643,284,631,126,337,142,173,75,836,41,25,100,16,113,178,30,131,4058,24,91,0,51,76,0,6,13,9,237,491,515,67.6,56.7,2577,1738,2146,29,320,24,2,56,11,173
"Eric Gordon","Right Knee Soreness",2,495401.518987342,2,42,48,23575.999048953,1253.73333333333,0.621891534391535,812.965484446656,176,415,75,218,86,106,38,513,22,15,67,12,78,109,23,81,2677,14,56,0,30,55,0,2,12,7,148,310,352,44.2,36.9,1643,1064,1343,17,219,16,2,40,6,120
"Eugene Omoruyi","Left Ankle Sprain",3,39991.5394736841,1,22,55,11169.5206669037,263.366666666667,0.249400252525252,744.634711126911,43,91,8,30,14,23,45,108,13,0,16,22,29,11,7,29,547,7,21,7,19,25,3,13,3,1,44,103,20,10.3,9.7,308,192,184,0,15,0,15,59,2,47
"Eugene Omoruyi","Low Back Soreness",9,119974.618421052,0,20,43,8956.74477330665,247.483333333333,0.257795138888889,688.980367177434,41,85,8,29,13,21,42,103,13,0,14,19,27,11,7,28,514,6,21,7,17,25,3,13,3,1,41,97,18,9.6,9.1,294,186,178,0,15,0,14,54,1,45
"Evan Mobley","Right Ankle Soreness",2,206798.048780488,1,36,36,11965.9937678617,1224.56666666667,0.708661265432099,543.908807630075,211,379,9,41,92,130,101,523,27,45,73,91,230,99,25,108,2482,100,70,0,255,147,9,29,16,12,293,613,129,48.5,40.6,2018,1467,1025,8,169,12,61,186,57,385
"Evan Mobley","Right Knee Soreness",0,0,0,33,33,11702.8170579171,1121.36666666667,0.707933501683502,557.277002757958,196,351,9,37,87,125,96,488,24,42,65,85,215,87,23,103,2266,93,65,0,235,137,9,28,13,11,261,565,116,44.5,37,1840,1328,946,8,155,11,56,173,54,361
"Frank Kaminsky","Right Foot Sprain",17,510723.536585367,0,10,22,4923.42024170197,60.8666666666667,0.126805555555556,615.427530212746,7,12,3,6,4,4,10,21,0,0,3,0,12,6,0,3,130,2,1,0,8,7,0,2,0,0,22,37,2,2.3,1.9,123,105,82,1,13,1,0,6,4,14
